0.0,0.0,0.0
7.9380461102118716e-06,1.3256178590381751e-06,8.7308967522403691e-07
2.0090230464120395e-05,2.6728619104687823e-06,1.7595216377230827e-06
5.6876884627854452e-05,5.2382279136509169e-06,3.414994353079237e-06
6.1393729993142188e-05,1.0439237485115882e-05,6.9154366428847425e-06
0.0001929074787767604,2.1058820493635722e-05,1.3898774341214448e-05
0.00057576672406867146,4.3124568037455902e-05,2.841545210685581e-05
0.0009174519800581038,8.2680955529212952e-05,5.4786542023066431e-05
0.0042276261374354362,0.0001690577482804656,0.00011099330004071817
0.014006054028868675,0.00034043740015476942,0.0002198482834501192
