0.0,0.0,0.0
9.8779173640650697e-06,1.3127258853273815e-06,8.6309302105291863e-07
2.4114140614983626e-05,2.5687716060929233e-06,1.6885753666429082e-06
4.4505461119115353e-05,5.4023307711759117e-06,3.5606967685453128e-06
8.6519896285608411e-05,1.0607368494675029e-05,6.9858356255281251e-06
0.00018591340631246567,2.1774541892227717e-05,1.427369898010511e-05
0.0003338110982440412,4.3252704926999286e-05,2.8555423341458663e-05
0.00066784973023459315,8.5675143054686487e-05,5.6384786148555577e-05
0.0031694620847702026,0.00016992776363622397,0.00011158476991113275
0.016537373885512352,0.00034859820152632892,0.00022400045418180525
