context,nb_name,plotfile,hostname,epoch,basename,npixel,pb_npixel,flux_limit,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,static_pointing_error,dynamic_pointing_error,global_pointing_error,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,1.0,[0. 0.],8.275484918109102e-06,1.0233491740235044e-06,6.508172992351372e-07,4.159244695311389e-06
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,2.0,[0. 0.],1.6552799466430533e-05,2.0467431162116747e-06,1.3014425202420922e-06,8.520707253516362e-06
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,4.0,[0. 0.],3.311284871131685e-05,4.0936637484654375e-06,2.60356154347553e-06,1.7850227606664232e-05
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,8.0,[0. 0.],6.625414625688633e-05,8.188025088354981e-06,5.2063002485750435e-06,3.8935218630786393e-05
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,16.0,[0. 0.],0.0001326176808654209,1.6378740493894733e-05,1.0418072536120127e-05,9.080521261290429e-05
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,32.0,[0. 0.],0.0002656375809798699,3.2767437566181855e-05,2.0845435894366556e-05,0.00023330944450420093
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,64.0,[0. 0.],0.0006730009684821079,6.556819827570371e-05,4.165895674601848e-05,0.0006730009684821079
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,128.0,[0. 0.],0.0021667380209022973,0.00013121672021510584,8.333943858146441e-05,0.0021667380209022973
singlesource,pointing_simulation.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-06 02:29:46,simulation15,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,[0. 1.],False,0.0,256.0,[0. 0.],0.007555014093543819,0.0002623195478500234,0.00016538164936851288,0.007555014093543819
