context,nb_name,plotfile,hostname,epoch,basename,nworkers,ngroup,npixel,pb_npixel,flux_limit,pbtype,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,use_natural,time_series,integration_time,seed,ntotal,pe,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_0.jpg,openhpc-compute-0.novalocal,2019-07-04 11:53:45,30s,56,8,512,1024,0.3,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,[1. 1.],False,False,wind,30.0,18051955,4753909440,precision,3.2876874702675915e-07,6.310465451981995e-08,4.239560832516229e-08,3.961535756434377e-08,0.9991287550489516,0.004412984301841183,0.0013181841988453812,2989.5254220962524,9296.795005428176
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_0.jpg,openhpc-compute-0.novalocal,2019-07-04 11:53:45,30s,56,8,512,1024,0.3,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,[1. 1.],False,False,wind,30.0,18051955,4753909440,standard,1.393757692082079e-06,2.611538959030331e-07,1.7544350984563154e-07,1.7189053669055668e-07,0.9991287550489516,0.004412984301841183,0.0013181841988453812,6065.236588001251,9296.795005428176
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_0.jpg,openhpc-compute-0.novalocal,2019-07-04 11:53:45,30s,56,8,512,1024,0.3,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,[1. 1.],False,False,wind,30.0,18051955,4753909440,degraded,2.4107319455445844e-06,4.426531778068036e-07,2.9711530442851e-07,3.1065521350051135e-07,0.9991287550489516,0.004412984301841183,0.0013181841988453812,9131.232444047928,9296.795005428176
