context,nb_name,plotfile,hostname,epoch,npixel,pb_npixel,flux_limit,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,static_pointing_error,dynamic_pointing_error,global_pointing_error,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,1.0,[0. 0.],8.18797107053676e-06,1.0305801646273625e-06,6.566659588143146e-07,4.766743525944125e-06
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,2.0,[0. 0.],1.637892855504422e-05,2.0612106503260795e-06,1.313124980896897e-06,9.78883651372323e-06
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,4.0,[0. 0.],3.2769722124126653e-05,4.122622304040186e-06,2.626852398644542e-06,2.059901217293036e-05
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,8.0,[0. 0.],6.558625851996855e-05,8.246046348690943e-06,5.255238700176646e-06,4.5282881449515656e-05
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,16.0,[0. 0.],0.0001313545984539941,1.6495281116870224e-05,1.0512943606523918e-05,0.00010690070668533594
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,32.0,[0. 0.],0.00027909753438935076,3.300316175470601e-05,2.1018773474161938e-05,0.00027909753438935076
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,64.0,[0. 0.],0.0008189062325008415,6.605539603818988e-05,4.203714451839041e-05,0.0008189062325008415
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,128.0,[0. 0.],0.0026749005891282093,0.00013229504041442421,8.398714733746185e-05,0.0026749005891282093
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation.py,./pointingsimulation_Tim-MBP_1.jpg,Tim-MBP,2019-06-03 12:43:41,512,4096,1.0,[0. 0.],0.0,1.0,False,False,0.0,0.0,256.0,[0. 0.],0.009421332773627165,0.00026520942804340316,0.0001665603481762869,0.009421332773627165
