   1.0000000e-02   1.7162319e+00   7.3189352e-02   2.6402591e+02   1.8366420e+00
   1.0046181e-02   1.7233885e+00   7.3494589e-02   2.6272359e+02   1.8279032e+00
   1.0092575e-02   1.7305715e+00   7.3800952e-02   2.6142742e+02   1.8192070e+00
   1.0139184e-02   1.7377809e+00   7.4108442e-02   2.6013739e+02   1.8105532e+00
   1.0186008e-02   1.7450169e+00   7.4417064e-02   2.5885346e+02   1.8019416e+00
   1.0233048e-02   1.7522794e+00   7.4726819e-02   2.5757561e+02   1.7933720e+00
   1.0280305e-02   1.7595685e+00   7.5037711e-02   2.5630381e+02   1.7848442e+00
   1.0327781e-02   1.7668843e+00   7.5349742e-02   2.5503803e+02   1.7763580e+00
   1.0375475e-02   1.7742269e+00   7.5662915e-02   2.5377825e+02   1.7679133e+00
   1.0423390e-02   1.7815963e+00   7.5977234e-02   2.5252444e+02   1.7595099e+00
   1.0471527e-02   1.7889926e+00   7.6292700e-02   2.5127656e+02   1.7511476e+00
   1.0519885e-02   1.7964159e+00   7.6609316e-02   2.5003460e+02   1.7428262e+00
   1.0568467e-02   1.8038662e+00   7.6927086e-02   2.4879853e+02   1.7345455e+00
   1.0617274e-02   1.8113436e+00   7.7246011e-02   2.4756833e+02   1.7263054e+00
   1.0666305e-02   1.8188481e+00   7.7566095e-02   2.4634395e+02   1.7181056e+00
   1.0715563e-02   1.8263798e+00   7.7887341e-02   2.4512539e+02   1.7099460e+00
   1.0765049e-02   1.8339388e+00   7.8209750e-02   2.4391261e+02   1.7018265e+00
   1.0814763e-02   1.8415252e+00   7.8533326e-02   2.4270558e+02   1.6937467e+00
   1.0864707e-02   1.8491390e+00   7.8858072e-02   2.4150429e+02   1.6857067e+00
   1.0914881e-02   1.8567802e+00   7.9183990e-02   2.4030870e+02   1.6777061e+00
   1.0965287e-02   1.8644489e+00   7.9511083e-02   2.3911879e+02   1.6697449e+00
   1.1015926e-02   1.8721453e+00   7.9839353e-02   2.3793454e+02   1.6618228e+00
   1.1066799e-02   1.8798693e+00   8.0168803e-02   2.3675591e+02   1.6539397e+00
   1.1117906e-02   1.8876210e+00   8.0499436e-02   2.3558289e+02   1.6460953e+00
   1.1169250e-02   1.8954004e+00   8.0831255e-02   2.3441544e+02   1.6382896e+00
   1.1220831e-02   1.9032078e+00   8.1164262e-02   2.3325355e+02   1.6305224e+00
   1.1272650e-02   1.9110430e+00   8.1498459e-02   2.3209719e+02   1.6227934e+00
   1.1324708e-02   1.9189061e+00   8.1833850e-02   2.3094633e+02   1.6151026e+00
   1.1377007e-02   1.9267973e+00   8.2170436e-02   2.2980095e+02   1.6074498e+00
   1.1429547e-02   1.9347166e+00   8.2508221e-02   2.2866102e+02   1.5998347e+00
   1.1482330e-02   1.9426640e+00   8.2847208e-02   2.2752652e+02   1.5922572e+00
   1.1535356e-02   1.9506396e+00   8.3187398e-02   2.2639743e+02   1.5847172e+00
   1.1588628e-02   1.9586435e+00   8.3528794e-02   2.2527372e+02   1.5772145e+00
   1.1642145e-02   1.9666757e+00   8.3871398e-02   2.2415536e+02   1.5697490e+00
   1.1695910e-02   1.9747362e+00   8.4215214e-02   2.2304234e+02   1.5623203e+00
   1.1749923e-02   1.9828252e+00   8.4560244e-02   2.2193463e+02   1.5549285e+00
   1.1804185e-02   1.9909427e+00   8.4906490e-02   2.2083220e+02   1.5475734e+00
   1.1858698e-02   1.9990888e+00   8.5253955e-02   2.1973503e+02   1.5402547e+00
   1.1913463e-02   2.0072634e+00   8.5602641e-02   2.1864310e+02   1.5329724e+00
   1.1968481e-02   2.0154667e+00   8.5952551e-02   2.1755638e+02   1.5257262e+00
   1.2023752e-02   2.0236988e+00   8.6303687e-02   2.1647486e+02   1.5185160e+00
   1.2079279e-02   2.0319596e+00   8.6656052e-02   2.1539850e+02   1.5113417e+00
   1.2135063e-02   2.0402493e+00   8.7009647e-02   2.1432729e+02   1.5042030e+00
   1.2191104e-02   2.0485678e+00   8.7364477e-02   2.1326120e+02   1.4970999e+00
