0.0,0.0,0.0
9.3110766101744957e-06,1.3049383369434508e-06,8.5943111116648652e-07
1.9423210687818937e-05,2.6616014565661317e-06,1.7465042674302822e-06
4.5297230826690793e-05,5.3327926252677571e-06,3.5034531720157247e-06
8.3886327047366649e-05,1.0460866178618744e-05,6.8974650275777094e-06
0.00015957493451423943,2.2294183509075083e-05,1.4713716154801659e-05
0.00029300144524313509,4.2009593016700819e-05,2.756303729256615e-05
0.0006234155735000968,8.7068117863964289e-05,5.7312321587232873e-05
0.0047774165868759155,0.00017271956312470138,0.00011301768245175481
0.014177022501826286,0.00033092204830609262,0.00021390609617810696
