0.0,0.0,0.0
9.2693489932571538e-06,1.3374525451581576e-06,8.7855642050271854e-07
2.0235615011188202e-05,2.647417431944632e-06,1.7493252926215064e-06
5.3961906814947724e-05,5.3406997722049709e-06,3.5067223507212475e-06
8.4595390944741666e-05,1.0466211278981064e-05,6.8725248638656922e-06
0.00017063198902178556,2.1835960069438443e-05,1.4361081412062049e-05
0.00036497777909971774,4.2553037928882986e-05,2.7915242753806524e-05
0.00069004029501229525,8.6075699073262513e-05,5.6372740800725296e-05
0.0049935500137507915,0.00016740798309911042,0.00010870886035263538
0.012965535745024681,0.00033726109541021287,0.00021914739045314491
