0.0,0.0,0.0
1.7970636690733954e-05,1.3473069202518673e-06,8.8566531530887005e-07
1.8712134988163598e-05,2.6119107587874169e-06,1.7310812836512923e-06
3.407091207918711e-05,5.2881318879371975e-06,3.4803083508450072e-06
7.6872471254318953e-05,1.0590985766611993e-05,6.9722200350952335e-06
0.00025236047804355621,2.1303114408510737e-05,1.4019788977748249e-05
0.00027772769681178033,4.3327632738510147e-05,2.8452399419620633e-05
0.0010489643318578601,8.3184851973783225e-05,5.4695548897143453e-05
0.00520677724853158,0.00016649562167003751,0.00010981537343468517
0.011062197387218475,0.00033121963497251272,0.00021400672267191112
