0.0,0.0,0.0
1.2300682101340499e-05,1.340849280495604e-06,8.8272997800231678e-07
1.9701816199813038e-05,2.6073507797264028e-06,1.7211227714142296e-06
3.5053479223279282e-05,5.3867911447014194e-06,3.5545629089028807e-06
6.5977241320069879e-05,1.0408955859020352e-05,6.8838207880617119e-06
0.00015988844097591937,2.1190331608522683e-05,1.3976091395306867e-05
0.00030067277839407325,4.158730007475242e-05,2.7389654860598966e-05
0.00092437490820884705,8.4912695456296206e-05,5.5763077398296446e-05
0.0049847466871142387,0.000168197977473028,0.00011006435670424253
0.016155660152435303,0.00033916530082933605,0.00021760656090918928
