context,nb_name,plotfile,hostname,epoch,basename,nworkers,ngroup_visibity,ngroup_components,npixel,pb_npixel,flux_limit,pbtype,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,declination,scale,use_radec,use_natural,time_series,integration_time,seed,ntotal,pe,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_1.jpg,openhpc-compute-0.novalocal,2019-07-18 07:16:22,30s,28,24,100,512,1024,0.003,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,-45.0,[1. 1.],False,False,wind,30.0,18051955,8006584320,precision,1.1744478102381197e-06,2.388527900485984e-07,1.6055713233490442e-07,6.121326311368148e-08,0.9991287550489516,0.004412984301841183,0.0013181841988453812,2286.189075946808,43540.13791557401
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_1.jpg,openhpc-compute-0.novalocal,2019-07-18 07:16:22,30s,28,24,100,512,1024,0.003,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,-45.0,[1. 1.],False,False,wind,30.0,18051955,8006584320,standard,4.91156352335938e-06,9.880883593248767e-07,6.641134869035823e-07,2.9428522837343986e-07,0.9991287550489516,0.004412984301841183,0.0013181841988453812,4429.276225566864,43540.13791557401
s3sky,../../../pointing_simulation_distributed.py,./pointingsimulation_openhpc-compute-0.novalocal_1.jpg,openhpc-compute-0.novalocal,2019-07-18 07:16:22,30s,28,24,100,512,1024,0.003,MID_GRASP,[0. 0.],[0. 0.],1.0,False,False,0.0,-45.0,[1. 1.],False,False,wind,30.0,18051955,8006584320,degraded,8.41526801878569e-06,1.674196701692128e-06,1.1239083458874864e-06,5.641328183368455e-07,0.9991287550489516,0.004412984301841183,0.0013181841988453812,6567.485883235931,43540.13791557401
