   1.0000000e-02   2.7931882e-01   3.4612788e-01   2.8071818e+02   1.5824910e+02
   1.0046181e-02   2.8054557e-01   3.4764821e-01   2.7936696e+02   1.5749362e+02
   1.0092575e-02   2.8177742e-01   3.4917486e-01   2.7802198e+02   1.5674166e+02
   1.0139184e-02   2.8301439e-01   3.5070786e-01   2.7668321e+02   1.5599320e+02
   1.0186008e-02   2.8425650e-01   3.5224723e-01   2.7535063e+02   1.5524822e+02
   1.0233048e-02   2.8550377e-01   3.5379299e-01   2.7402420e+02   1.5450671e+02
   1.0280305e-02   2.8675621e-01   3.5534517e-01   2.7270390e+02   1.5376865e+02
   1.0327781e-02   2.8801385e-01   3.5690380e-01   2.7138969e+02   1.5303402e+02
   1.0375475e-02   2.8927670e-01   3.5846888e-01   2.7008156e+02   1.5230282e+02
   1.0423390e-02   2.9054478e-01   3.6004046e-01   2.6877948e+02   1.5157502e+02
   1.0471527e-02   2.9181812e-01   3.6161854e-01   2.6748341e+02   1.5085062e+02
   1.0519885e-02   2.9309673e-01   3.6320316e-01   2.6619333e+02   1.5012958e+02
   1.0568467e-02   2.9438063e-01   3.6479434e-01   2.6490921e+02   1.4941191e+02
   1.0617274e-02   2.9566983e-01   3.6639210e-01   2.6363102e+02   1.4869758e+02
   1.0666305e-02   2.9696437e-01   3.6799647e-01   2.6235874e+02   1.4798658e+02
   1.0715563e-02   2.9826425e-01   3.6960746e-01   2.6109234e+02   1.4727889e+02
   1.0765049e-02   2.9956950e-01   3.7122511e-01   2.5983179e+02   1.4657450e+02
   1.0814763e-02   3.0088013e-01   3.7284944e-01   2.5857707e+02   1.4587340e+02
   1.0864707e-02   3.0219617e-01   3.7448046e-01   2.5732815e+02   1.4517556e+02
   1.0914881e-02   3.0351763e-01   3.7611822e-01   2.5608500e+02   1.4448097e+02
   1.0965287e-02   3.0484454e-01   3.7776272e-01   2.5484760e+02   1.4378963e+02
   1.1015926e-02   3.0617691e-01   3.7941399e-01   2.5361592e+02   1.4310151e+02
   1.1066799e-02   3.0751476e-01   3.8107206e-01   2.5238993e+02   1.4241659e+02
   1.1117906e-02   3.0885811e-01   3.8273696e-01   2.5116961e+02   1.4173488e+02
   1.1169250e-02   3.1020698e-01   3.8440870e-01   2.4995494e+02   1.4105634e+02
   1.1220831e-02   3.1156140e-01   3.8608731e-01   2.4874588e+02   1.4038097e+02
   1.1272650e-02   3.1292137e-01   3.8777281e-01   2.4754240e+02   1.3970875e+02
   1.1324708e-02   3.1428693e-01   3.8946523e-01   2.4634450e+02   1.3903967e+02
   1.1377007e-02   3.1565808e-01   3.9116460e-01   2.4515213e+02   1.3837371e+02
   1.1429547e-02   3.1703486e-01   3.9287093e-01   2.4396528e+02   1.3771086e+02
   1.1482330e-02   3.1841727e-01   3.9458426e-01   2.4278392e+02   1.3705110e+02
   1.1535356e-02   3.1980534e-01   3.9630460e-01   2.4160802e+02   1.3639443e+02
   1.1588628e-02   3.2119909e-01   3.9803198e-01   2.4043756e+02   1.3574082e+02
   1.1642145e-02   3.2259854e-01   3.9976643e-01   2.3927251e+02   1.3509027e+02
   1.1695910e-02   3.2400371e-01   4.0150797e-01   2.3811286e+02   1.3444275e+02
   1.1749923e-02   3.2541462e-01   4.0325663e-01   2.3695856e+02   1.3379826e+02
   1.1804185e-02   3.2683128e-01   4.0501242e-01   2.3580961e+02   1.3315678e+02
