context,nb_name,plotfile,hostname,epoch,basename,npixel,pb_npixel,flux_limit,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,use_natural,time_series,static_pointing_error,dynamic_pointing_error,global_pointing_error,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,1.0,[0. 0.],4.922165281765454e-06,5.509566482496758e-07,3.6463565704132704e-07,2.6209927309273694e-06
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,2.0,[0. 0.],1.0291638353513279e-05,1.1023147150332796e-06,7.330420562308685e-07,8.274544992515297e-06
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,4.0,[0. 0.],2.473446514003723e-05,2.255443439436926e-06,1.501406065863378e-06,1.7856057352924967e-05
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,8.0,[0. 0.],5.6982370353057965e-05,4.509670709477546e-06,2.9753751590904476e-06,5.6982370353057965e-05
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,16.0,[0. 0.],7.53390346330599e-05,8.864416068445327e-06,5.866718304586799e-06,7.53390346330599e-05
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,32.0,[0. 0.],0.00032096507005447886,1.8529875222454185e-05,1.2228299038592878e-05,0.0002468639377885026
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,64.0,[0. 0.],0.00042644990932470795,3.6365990869407746e-05,2.4145267710337243e-05,0.0003121420283601828
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,128.0,[0. 0.],0.002677554316386371,7.29684039641481e-05,4.781275858708744e-05,0.002677554316386371
singlesource,/Users/timcornwell/Code/sim-mid-pointing/arl_simulation/pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_4.jpg,Tim-MBP,2019-06-17 10:15:07,simulation26,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,0.0,256.0,[0. 0.],0.007868473552789908,0.00014525734974491942,9.403894846784998e-05,0.007868473552789908
