context,nb_name,plotfile,hostname,epoch,basename,npixel,pb_npixel,flux_limit,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,use_natural,time_series,static_pointing_error,dynamic_pointing_error,global_pointing_error,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral
singlesource,pointing_simulation_distributed.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-13 22:23:55,simulation24,512,1024,1.0,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,wind,0.0,0.0,[0. 0.],0.00020344315999175865,1.1270897870962098e-05,7.140741234907102e-06,0.00020344315999175865
