context,nb_name,plotfile,hostname,epoch,basename,npixel,pb_npixel,flux_limit,pbtype,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,use_natural,time_series,seed,static_pointing_error,dynamic_pointing_error,global_pointing_error,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,elapsed_time
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,1.0,[0. 0.],0.0,0.0,0.0,0.0,67.35181903839111
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,2.0,[0. 0.],0.0,0.0,0.0,0.0,84.14435911178589
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,4.0,[0. 0.],0.0,0.0,0.0,0.0,102.61379933357239
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,8.0,[0. 0.],0.0,0.0,0.0,0.0,120.31485724449158
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,16.0,[0. 0.],0.0,0.0,0.0,0.0,133.42594408988953
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,32.0,[0. 0.],0.0,0.0,0.0,0.0,146.58528304100037
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,64.0,[0. 0.],0.0,0.0,0.0,0.0,162.35959434509277
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,128.0,[0. 0.],0.0,0.0,0.0,0.0,176.12013792991638
singlesource,../pointing_simulation_distributed.py,./pointingsimulation_Tim-MBP_17.jpg,Tim-MBP,2019-06-21 10:58:07,simulation0,512,1024,1.0,MID,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,,18051955,0.0,256.0,[0. 0.],0.0,0.0,0.0,0.0,189.90183329582214
