context,nb_name,plotfile,hostname,epoch,basename,nworkers,ngroup,npixel,pb_npixel,flux_limit,pbtype,global_pe,static_pe,dynamic_pe,snapshot,opposite,tsys,scale,use_radec,use_natural,time_series,integration_time,seed,ntotal,pe,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time
s3sky,../pointing_simulation_distributed.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-28 14:00:51,simulation29,16,8,512,1024,3.0,MID_GAUSS,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,wind,100.0,18051955,75061728,precision,3.277494568163363e-06,6.7582577897546e-07,4.5390519544611214e-07,7.004350087645769e-07,0.9991946128588027,0.004444103114664171,0.001263720765850599,110.16652631759644,15443.890012652024
s3sky,../pointing_simulation_distributed.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-28 14:00:51,simulation29,16,8,512,1024,3.0,MID_GAUSS,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,wind,100.0,18051955,75061728,standard,1.3538575257414101e-05,2.8040170899500955e-06,1.8831357960782917e-06,3.1376977484518073e-06,0.9991946128588027,0.004444103114664171,0.001263720765850599,206.33194303512573,15443.890012652024
s3sky,../pointing_simulation_distributed.py,./pointingsimulation_sheldon_0.jpg,sheldon,2019-06-28 14:00:51,simulation29,16,8,512,1024,3.0,MID_GAUSS,[0. 0.],0.0,1.0,False,False,0.0,[1. 1.],False,False,wind,100.0,18051955,75061728,degraded,2.28856956098477e-05,4.772713867850551e-06,3.2052431704801694e-06,5.584270932092308e-06,0.9991946128588027,0.004444103114664171,0.001263720765850599,303.76246547698975,15443.890012652024
